;PK_IRP;BITOLA;QTD;ACABAMENTO 1;ACABAMENTO 2;PRIORIDADE
1806;678860;24.0;2000;1-175102-1;Vazio;0
1808;678862;24.0;2000;1-175102-1;Vazio;0
1809;678863;24.0;2000;1-175102-1;Vazio;0
1807;678861;24.0;2000;1-175102-1;Vazio;0
1293;677701;26.0;6;1-175102-1;1-175102-1;1
1377;677785;26.0;3;1-175102-1;1-175102-1;1
1292;677700;26.0;6;1-175102-1;1-175102-1;1
1291;677699;26.0;1;1-175102-1;1-175102-1;1
1290;677698;26.0;1;1-175102-1;1-175102-1;1
1289;677697;26.0;2;1-175102-1;1-175102-1;1
1287;677695;26.0;2;1-175102-1;1-175102-1;1
1286;677694;26.0;2;1-175102-1;1-175102-1;1
1464;677872;26.0;119;1-175102-1;1-175102-1;1
1465;677873;26.0;131;1-175102-1;1-175102-1;1
1466;677874;26.0;207;1-175102-1;1-175102-1;1
1288;677696;26.0;2;1-175102-1;1-175102-1;1
1294;677702;26.0;1;1-175102-1;1-175102-1;1
1295;677703;26.0;1;1-175102-1;1-175102-1;1
1296;677704;26.0;119;1-175102-1;1-175102-1;1
1297;677705;26.0;131;1-175102-1;1-175102-1;1
1298;677706;26.0;207;1-175102-1;1-175102-1;1
958;659391;26.0;49;1-175102-1;1-175102-1;1
957;659390;26.0;156;1-175102-1;1-175102-1;1
956;659389;26.0;133;1-175102-1;1-175102-1;1
949;659382;26.0;156;1-175102-1;1-175102-1;1
948;659381;26.0;133;1-175102-1;1-175102-1;1
947;659380;26.0;49;1-175102-1;1-175102-1;1
1381;677789;26.0;10;1-175102-1;1-175102-1;1
1380;677788;26.0;23;1-175102-1;1-175102-1;1
1379;677787;26.0;3;1-175102-1;1-175102-1;1
1378;677786;26.0;23;1-175102-1;1-175102-1;1
1473;677881;26.0;119;1-175102-1;1-175102-1;1
1474;677882;26.0;131;1-175102-1;1-175102-1;1
1376;677784;26.0;10;1-175102-1;1-175102-1;1
866;659273;26.0;49;1-175102-1;1-175102-1;1
4;648799;26.0;5;1-175102-1;1-175102-1;1
3;648798;26.0;74;1-175102-1;1-175102-1;1
864;659271;26.0;156;1-175102-1;1-175102-1;1
2;648763;26.0;5;1-175102-1;1-175102-1;1
1;648762;26.0;72;1-175102-1;1-175102-1;1
1475;677883;26.0;207;1-175102-1;1-175102-1;1
1479;677887;26.0;1;1-175102-1;1-175102-1;1
11;648806;26.0;74;1-175102-1;1-175102-1;1
865;659272;26.0;133;1-175102-1;1-175102-1;1
1478;677886;26.0;1;1-175102-1;1-175102-1;1
12;648807;26.0;5;1-175102-1;1-175102-1;1
1488;677896;26.0;1;172781-1;1-175102-1;2
1487;677895;26.0;1;172781-1;1-175102-1;2
1285;677693;26.0;24;1-175102-1;172781-1;2
1284;677692;26.0;24;1-175102-1;172781-1;2
955;659388;24.0;178;1-175102-1;SXAM-001T-PO.6;3
6;648801;24.0;142;1-175102-1;SXAM-001T-PO.6;3
7;648802;24.0;116;1-175102-1;SXAM-001T-PO.6;3
8;648803;24.0;116;1-175102-1;SXAM-001T-PO.6;3
1301;677709;24.0;296;1-175102-1;SXAM-001T-PO.6;3
1302;677710;24.0;238;1-175102-1;SXAM-001T-PO.6;3
950;659383;24.0;30;1-175102-1;SXAM-001T-PO.6;3
954;659387;24.0;30;1-175102-1;SXAM-001T-PO.6;3
953;659386;24.0;22;1-175102-1;SXAM-001T-PO.6;3
1304;677712;24.0;925;1-175102-1;SXAM-001T-PO.6;3
952;659385;24.0;22;1-175102-1;SXAM-001T-PO.6;3
1300;677708;24.0;238;1-175102-1;SXAM-001T-PO.6;3
10;648805;24.0;98;1-175102-1;SXAM-001T-PO.6;3
9;648804;24.0;142;1-175102-1;SXAM-001T-PO.6;3
1303;677711;24.0;296;1-175102-1;SXAM-001T-PO.6;3
951;659384;24.0;178;1-175102-1;SXAM-001T-PO.6;3
1299;677707;24.0;925;1-175102-1;SXAM-001T-PO.6;3
5;648800;24.0;98;1-175102-1;SXAM-001T-PO.6;3
1472;677880;24.0;694;1-175102-1;SXAM-001T-PO.6;3
1471;677879;24.0;46;1-175102-1;SXAM-001T-PO.6;3
1470;677878;24.0;50;1-175102-1;SXAM-001T-PO.6;3
1469;677877;24.0;694;1-175102-1;SXAM-001T-PO.6;3
1468;677876;24.0;50;1-175102-1;SXAM-001T-PO.6;3
1467;677875;24.0;46;1-175102-1;SXAM-001T-PO.6;3
1463;677871;24.0;22;1-175102-1;SXAM-001T-PO.6;3
1462;677870;24.0;184;1-175102-1;SXAM-001T-PO.6;3
1460;677868;24.0;53;1-175102-1;SXAM-001T-PO.6;3
1459;677867;24.0;53;1-175102-1;SXAM-001T-PO.6;3
1458;677866;24.0;6;1-175102-1;SXAM-001T-PO.6;3
1461;677869;24.0;6;1-175102-1;SXAM-001T-PO.6;3
1457;677865;24.0;184;1-175102-1;SXAM-001T-PO.6;3
1456;677864;24.0;22;1-175102-1;SXAM-001T-PO.6;3
1484;677892;26.0;104;1-175102-1;50802-8000;4
1486;677894;26.0;104;1-175102-1;50802-8000;4
1485;677893;26.0;104;1-175102-1;50802-8000;4
931;659349;22.0;96;50802-8000;50802-8000;5
930;659348;22.0;54;50802-8000;50802-8000;5
929;659347;22.0;18;50802-8000;50802-8000;5
928;659346;22.0;32;50802-8000;50802-8000;5
927;659345;22.0;72;50802-8000;50802-8000;5
926;659344;22.0;54;50802-8000;50802-8000;5
924;659342;22.0;32;50802-8000;50802-8000;5
919;659337;22.0;160;50802-8000;50802-8000;5
920;659338;22.0;54;50802-8000;50802-8000;5
921;659339;22.0;96;50802-8000;50802-8000;5
922;659340;22.0;18;50802-8000;50802-8000;5
932;659350;22.0;54;50802-8000;50802-8000;5
923;659341;22.0;54;50802-8000;50802-8000;5
925;659343;22.0;96;50802-8000;50802-8000;5
933;659351;22.0;96;50802-8000;50802-8000;5
1265;677673;22.0;10;50802-8000;50802-8000;5
935;659353;22.0;36;50802-8000;50802-8000;5
1271;677679;22.0;75;50802-8000;50802-8000;5
1272;677680;22.0;50;50802-8000;50802-8000;5
1273;677681;22.0;35;50802-8000;50802-8000;5
1274;677682;22.0;30;50802-8000;50802-8000;5
1275;677683;22.0;20;50802-8000;50802-8000;5
1270;677678;22.0;7;50802-8000;50802-8000;5
1269;677677;22.0;15;50802-8000;50802-8000;5
1268;677676;22.0;10;50802-8000;50802-8000;5
934;659352;22.0;96;50802-8000;50802-8000;5
1267;677675;22.0;7;50802-8000;50802-8000;5
1263;677671;22.0;303;50802-8000;50802-8000;5
1262;677670;22.0;6;50802-8000;50802-8000;5
942;659360;22.0;32;50802-8000;50802-8000;5
941;659359;22.0;32;50802-8000;50802-8000;5
938;659356;22.0;54;50802-8000;50802-8000;5
859;659254;22.0;18;50802-8000;50802-8000;5
937;659355;22.0;96;50802-8000;50802-8000;5
936;659354;22.0;54;50802-8000;50802-8000;5
1266;677674;22.0;15;50802-8000;50802-8000;5
858;659253;22.0;96;50802-8000;50802-8000;5
1387;677795;22.0;10;50802-8000;50802-8000;5
1276;677684;22.0;14;50802-8000;50802-8000;5
1389;677797;22.0;45;50802-8000;50802-8000;5
1390;677798;22.0;15;50802-8000;50802-8000;5
1391;677799;22.0;45;50802-8000;50802-8000;5
1392;677800;22.0;21;50802-8000;50802-8000;5
1393;677801;22.0;30;50802-8000;50802-8000;5
1394;677802;22.0;303;50802-8000;50802-8000;5
1395;677803;22.0;6;50802-8000;50802-8000;5
1396;677804;22.0;21;50802-8000;50802-8000;5
1397;677805;22.0;30;50802-8000;50802-8000;5
1398;677806;22.0;21;50802-8000;50802-8000;5
1399;677807;22.0;45;50802-8000;50802-8000;5
1400;677808;22.0;6;50802-8000;50802-8000;5
1401;677809;22.0;303;50802-8000;50802-8000;5
1402;677810;22.0;40;50802-8000;50802-8000;5
1403;677811;22.0;60;50802-8000;50802-8000;5
1404;677812;22.0;28;50802-8000;50802-8000;5
1405;677813;22.0;15;50802-8000;50802-8000;5
1415;677823;22.0;30;50802-8000;50802-8000;5
1414;677822;22.0;6;50802-8000;50802-8000;5
1406;677814;22.0;101;50802-8000;50802-8000;5
1407;677815;22.0;2;50802-8000;50802-8000;5
1408;677816;22.0;7;50802-8000;50802-8000;5
1409;677817;22.0;10;50802-8000;50802-8000;5
1410;677818;22.0;45;50802-8000;50802-8000;5
1411;677819;22.0;21;50802-8000;50802-8000;5
1388;677796;22.0;2;50802-8000;50802-8000;5
1416;677824;22.0;303;50802-8000;50802-8000;5
1386;677794;22.0;101;50802-8000;50802-8000;5
1385;677793;22.0;30;50802-8000;50802-8000;5
860;659255;22.0;18;50802-8000;50802-8000;5
861;659256;22.0;90;50802-8000;50802-8000;5
862;659257;22.0;36;50802-8000;50802-8000;5
1442;677850;22.0;101;50802-8000;50802-8000;5
1441;677849;22.0;2;50802-8000;50802-8000;5
1440;677848;22.0;101;50802-8000;50802-8000;5
1439;677847;22.0;2;50802-8000;50802-8000;5
1432;677840;22.0;6;50802-8000;50802-8000;5
1431;677839;22.0;303;50802-8000;50802-8000;5
1430;677838;22.0;21;50802-8000;50802-8000;5
1429;677837;22.0;30;50802-8000;50802-8000;5
1428;677836;22.0;45;50802-8000;50802-8000;5
1412;677820;22.0;30;50802-8000;50802-8000;5
1427;677835;22.0;303;50802-8000;50802-8000;5
1425;677833;22.0;21;50802-8000;50802-8000;5
1424;677832;22.0;30;50802-8000;50802-8000;5
1382;677790;22.0;10;50802-8000;50802-8000;5
1423;677831;22.0;45;50802-8000;50802-8000;5
1422;677830;22.0;30;50802-8000;50802-8000;5
1421;677829;22.0;14;50802-8000;50802-8000;5
1420;677828;22.0;6;50802-8000;50802-8000;5
1419;677827;22.0;6;50802-8000;50802-8000;5
1418;677826;22.0;45;50802-8000;50802-8000;5
1417;677825;22.0;21;50802-8000;50802-8000;5
1383;677791;22.0;505;50802-8000;50802-8000;5
1384;677792;22.0;7;50802-8000;50802-8000;5
1426;677834;22.0;20;50802-8000;50802-8000;5
1413;677821;22.0;303;50802-8000;50802-8000;5
945;659363;22.0;4;50802-8000;2509-00TV051;6
946;659364;22.0;4;50802-8000;2509-00TV051;6
1277;677685;22.0;6;626041-2;50802-8000;7
1373;677781;22.0;6;626041-2;50802-8000;7
1450;677858;22.0;6;50802-8000;08-70-0102;8
1451;677859;22.0;6;50802-8000;08-70-0102;8
1452;677860;22.0;6;50802-8000;08-70-0102;8
1453;677861;22.0;3;50802-8000;08-70-0102;8
1455;677863;22.0;3;50802-8000;08-70-0102;8
1454;677862;22.0;3;50802-8000;08-70-0102;8
1481;677889;22.0;6;50802-8000;ZV3AE0073;9
1482;677890;22.0;6;50802-8000;ZV3AE0073;9
1449;677857;22.0;6;ZV3AE0073;50802-8000;9
1448;677856;22.0;6;ZV3AE0073;50802-8000;9
1480;677888;22.0;6;50802-8000;ZV3AE0073;9
881;659292;22.0;1;50802-8000;7-160433-1;10
877;659288;22.0;2;50802-8000;7-160433-1;10
874;659285;22.0;1;50802-8000;7-160433-1;10
869;659280;22.0;1;50802-8000;7-160433-1;10
878;659289;22.0;26;50802-8000;7-160433-1;10
870;659281;22.0;13;50802-8000;7-160433-1;10
882;659293;22.0;13;50802-8000;7-160433-1;10
886;659297;22.0;1;50802-8000;7-160433-1;10
918;659329;22.0;159;50802-8000;7-160433-1;10
917;659328;22.0;30;50802-8000;7-160433-1;10
914;659325;22.0;159;50802-8000;7-160433-1;10
913;659324;22.0;30;50802-8000;7-160433-1;10
910;659321;22.0;8;50802-8000;7-160433-1;10
909;659320;22.0;10;50802-8000;7-160433-1;10
906;659317;22.0;10;50802-8000;7-160433-1;10
902;659313;22.0;10;50802-8000;7-160433-1;10
901;659312;22.0;8;50802-8000;7-160433-1;10
898;659309;22.0;8;50802-8000;7-160433-1;10
897;659308;22.0;10;50802-8000;7-160433-1;10
894;659305;22.0;10;50802-8000;7-160433-1;10
893;659304;22.0;8;50802-8000;7-160433-1;10
890;659301;22.0;8;50802-8000;7-160433-1;10
889;659300;22.0;10;50802-8000;7-160433-1;10
885;659296;22.0;13;50802-8000;7-160433-1;10
873;659284;22.0;13;50802-8000;7-160433-1;10
905;659316;22.0;8;50802-8000;7-160433-1;10
1279;677687;22.0;180;50802-8000;7-160433-1;10
1329;677737;22.0;8;50802-8000;7-160433-1;10
1334;677742;22.0;3;50802-8000;7-160433-1;10
1335;677743;22.0;7;50802-8000;7-160433-1;10
1336;677744;22.0;8;50802-8000;7-160433-1;10
1340;677748;22.0;8;50802-8000;7-160433-1;10
1341;677749;22.0;7;50802-8000;7-160433-1;10
1342;677750;22.0;3;50802-8000;7-160433-1;10
1346;677754;22.0;3;50802-8000;7-160433-1;10
1347;677755;22.0;7;50802-8000;7-160433-1;10
1348;677756;22.0;8;50802-8000;7-160433-1;10
1353;677761;22.0;3;50802-8000;7-160433-1;10
1354;677762;22.0;8;50802-8000;7-160433-1;10
1358;677766;22.0;8;50802-8000;7-160433-1;10
1359;677767;22.0;3;50802-8000;7-160433-1;10
1360;677768;22.0;7;50802-8000;7-160433-1;10
1364;677772;22.0;363;50802-8000;7-160433-1;10
1365;677773;22.0;66;50802-8000;7-160433-1;10
1366;677774;22.0;192;50802-8000;7-160433-1;10
1370;677778;22.0;66;50802-8000;7-160433-1;10
1371;677779;22.0;363;50802-8000;7-160433-1;10
1372;677780;22.0;192;50802-8000;7-160433-1;10
17;653098;22.0;81;50802-8000;7-160433-1;10
15;653096;22.0;81;50802-8000;7-160433-1;10
1328;677736;22.0;7;50802-8000;7-160433-1;10
1324;677732;22.0;2;50802-8000;7-160433-1;10
1352;677760;22.0;7;50802-8000;7-160433-1;10
1330;677738;22.0;3;50802-8000;7-160433-1;10
1312;677720;22.0;2;50802-8000;7-160433-1;10
1308;677716;22.0;9;50802-8000;7-160433-1;10
1307;677715;22.0;2;50802-8000;7-160433-1;10
1311;677719;22.0;9;50802-8000;7-160433-1;10
1315;677723;22.0;4;50802-8000;7-160433-1;10
1316;677724;22.0;18;50802-8000;7-160433-1;10
1319;677727;22.0;9;50802-8000;7-160433-1;10
1323;677731;22.0;9;50802-8000;7-160433-1;10
1280;677688;22.0;82;50802-8000;7-160433-1;10
1320;677728;22.0;2;50802-8000;7-160433-1;10
868;659279;22.0;13;50802-8000;60598-4;11
1309;677717;22.0;9;50802-8000;60598-4;11
891;659302;22.0;8;50802-8000;60598-4;11
892;659303;22.0;10;50802-8000;60598-4;11
1363;677771;22.0;363;50802-8000;60598-4;11
14;653095;22.0;81;50802-8000;60598-4;11
1362;677770;22.0;192;50802-8000;60598-4;11
895;659306;22.0;10;50802-8000;60598-4;11
896;659307;22.0;8;50802-8000;60598-4;11
1361;677769;22.0;66;50802-8000;60598-4;11
1310;677718;22.0;2;50802-8000;60598-4;11
899;659310;22.0;8;50802-8000;60598-4;11
900;659311;22.0;10;50802-8000;60598-4;11
888;659299;22.0;10;50802-8000;60598-4;11
887;659298;22.0;8;50802-8000;60598-4;11
16;653097;22.0;81;50802-8000;60598-4;11
1367;677775;22.0;363;50802-8000;60598-4;11
884;659295;22.0;1;50802-8000;60598-4;11
883;659294;22.0;13;50802-8000;60598-4;11
1281;677689;22.0;180;50802-8000;60598-4;11
1369;677777;22.0;66;50802-8000;60598-4;11
880;659291;22.0;13;50802-8000;60598-4;11
879;659290;22.0;1;50802-8000;60598-4;11
1306;677714;22.0;9;50802-8000;60598-4;11
867;659278;22.0;1;50802-8000;60598-4;11
1305;677713;22.0;2;50802-8000;60598-4;11
876;659287;22.0;2;50802-8000;60598-4;11
875;659286;22.0;26;50802-8000;60598-4;11
1282;677690;22.0;82;50802-8000;60598-4;11
872;659283;22.0;1;50802-8000;60598-4;11
871;659282;22.0;13;50802-8000;60598-4;11
1368;677776;22.0;192;50802-8000;60598-4;11
1322;677730;22.0;2;50802-8000;60598-4;11
904;659315;22.0;10;50802-8000;60598-4;11
903;659314;22.0;8;50802-8000;60598-4;11
1314;677722;22.0;18;50802-8000;60598-4;11
1339;677747;22.0;8;50802-8000;60598-4;11
1338;677746;22.0;7;50802-8000;60598-4;11
1337;677745;22.0;3;50802-8000;60598-4;11
1317;677725;22.0;2;50802-8000;60598-4;11
1344;677752;22.0;7;50802-8000;60598-4;11
1318;677726;22.0;9;50802-8000;60598-4;11
1332;677740;22.0;8;50802-8000;60598-4;11
1331;677739;22.0;7;50802-8000;60598-4;11
1321;677729;22.0;9;50802-8000;60598-4;11
1327;677735;22.0;8;50802-8000;60598-4;11
1326;677734;22.0;3;50802-8000;60598-4;11
1325;677733;22.0;7;50802-8000;60598-4;11
1333;677741;22.0;3;50802-8000;60598-4;11
1345;677753;22.0;8;50802-8000;60598-4;11
1343;677751;22.0;3;50802-8000;60598-4;11
908;659319;22.0;10;50802-8000;60598-4;11
1356;677764;22.0;8;50802-8000;60598-4;11
1349;677757;22.0;3;50802-8000;60598-4;11
1350;677758;22.0;7;50802-8000;60598-4;11
1351;677759;22.0;8;50802-8000;60598-4;11
916;659327;22.0;30;50802-8000;60598-4;11
915;659326;22.0;159;50802-8000;60598-4;11
1357;677765;22.0;3;50802-8000;60598-4;11
907;659318;22.0;8;50802-8000;60598-4;11
1355;677763;22.0;7;50802-8000;60598-4;11
912;659323;22.0;30;50802-8000;60598-4;11
1313;677721;22.0;4;50802-8000;60598-4;11
911;659322;22.0;159;50802-8000;60598-4;11
1375;677783;22.0;9;444334-2;50802-8000;12
1447;677855;22.0;9;50802-8000;444334-2;12
1374;677782;22.0;18;444334-2;50802-8000;12
1254;664795;0.75;2;LW-4203TF22R;Vazio;13
1246;664785;0.75;8;LW-4203TM22R-2;LW-4203TF22R;14
959;659392;22.0;46;LW-4203TF22R;626030-2;15
1477;677885;22.0;134;LW-4203TF22R;626030-2;15
1476;677884;22.0;128;LW-4203TF22R;626030-2;15
1278;677686;22.0;128;LW-4203TF22R;626030-2;15
863;659259;22.0;46;LW-4203TF22R;626030-2;15
1264;677672;22.0;134;LW-4203TF22R;626030-2;15
0;648755;22.0;1100;LW-4203TF22R;626030-2;15
13;648808;22.0;1100;LW-4203TF22R;626030-2;15
971;660620;1.0;4;626030-2;626030-2;16
1256;664859;0.75;12;881111-1;Vazio;17
1257;664860;0.75;18;881111-1;Vazio;17
1259;664862;0.75;18;881111-1;Vazio;17
1258;664861;0.75;12;881111-1;Vazio;17
1260;664863;1.5;6;881111-1;881111-1;18
1255;664858;1.5;30;881111-1;881111-1;18
1250;664791;0.75;8;881111-1;881111-1;18
1253;664794;0.35;1;LW-4203TM22R-2;881111-1;19
1252;664793;0.35;1;LW-4203TM22R-2;881111-1;19
1251;664792;0.35;1;LW-4203TM22R-2;881111-1;19
976;663120;0.5;6;881111-1;626437-4 (ET-10);20
981;663125;0.5;15;881111-1;626437-4 (ET-10);20
977;663121;0.5;6;881111-1;626437-4 (ET-10);20
978;663122;0.5;6;881111-1;626437-4 (ET-10);20
975;663119;0.5;6;881111-1;626437-4 (ET-10);20
980;663124;0.5;15;881111-1;626437-4 (ET-10);20
983;663127;0.5;10;881111-1;626437-4 (ET-10);20
979;663123;0.5;15;881111-1;626437-4 (ET-10);20
984;663128;0.5;10;881111-1;626437-4 (ET-10);20
985;663129;0.5;12;881111-1;626437-4 (ET-10);20
986;663130;0.5;12;881111-1;626437-4 (ET-10);20
982;663126;0.5;15;881111-1;626437-4 (ET-10);20
1245;664783;0.75;200;KS-SVS1-4;881111-1;21
1243;664781;0.75;100;KS-SVS1-4;881111-1;21
1242;664780;1.5;100;KS-SVS1-4;881111-1;21
1244;664782;0.75;100;KS-SVS1-4;881111-1;21
1240;664776;0.35;200;881111-1;140791-2;22
1239;664775;0.35;200;881111-1;140791-2;22
1238;664774;0.35;200;881111-1;140791-2;22
1693;678716;0.75;30;881111-1;350873-1;23
1694;678717;0.75;30;881111-1;350873-1;23
1696;678719;0.75;30;881111-1;350873-1;23
1697;678720;0.75;30;881111-1;350873-1;23
1698;678721;0.75;30;881111-1;350873-1;23
1699;678722;0.75;30;881111-1;350873-1;23
1700;678723;0.75;30;881111-1;350873-1;23
1701;678724;0.75;30;881111-1;350873-1;23
1695;678718;0.75;30;881111-1;350873-1;23
1702;678725;0.75;30;881111-1;350873-1;23
1703;678726;0.75;30;881111-1;350873-1;23
1692;678715;0.75;30;881111-1;350873-1;23
1691;678714;0.75;30;881111-1;350873-1;23
1690;678713;0.75;30;881111-1;350873-1;23
1689;678712;0.75;30;881111-1;350873-1;23
1241;664778;0.75;9;881111-1;881109-1;24
1249;664790;0.35;1;Vazio;PCT2;25
1247;664786;0.35;2;Vazio;PCT2;25
1248;664787;0.35;1;LW-4203TM22R-2;PCT2;26
1222;664521;26.0;6;PCT2;LW-6203T011R;27
1052;664298;26.0;4;PCT2;LW-6203T011R;27
1053;664301;26.0;14;PCT2;LW-6203T011R;27
1054;664303;26.0;6;PCT2;LW-6203T011R;27
1055;664305;26.0;4;PCT2;LW-6203T011R;27
1056;664306;26.0;8;PCT2;LW-6203T011R;27
1061;664314;26.0;8;PCT2;LW-6203T011R;27
1058;664310;26.0;14;PCT2;LW-6203T011R;27
1059;664311;26.0;6;PCT2;LW-6203T011R;27
1060;664312;26.0;8;PCT2;LW-6203T011R;27
1051;664297;26.0;8;PCT2;LW-6203T011R;27
1062;664316;26.0;2;PCT2;LW-6203T011R;27
1057;664308;26.0;4;PCT2;LW-6203T011R;27
1050;664296;26.0;14;PCT2;LW-6203T011R;27
1046;664290;26.0;4;PCT2;LW-6203T011R;27
1048;664294;26.0;6;PCT2;LW-6203T011R;27
1047;664293;26.0;8;PCT2;LW-6203T011R;27
1063;664317;26.0;2;PCT2;LW-6203T011R;27
1045;664289;26.0;14;PCT2;LW-6203T011R;27
1044;664287;26.0;6;PCT2;LW-6203T011R;27
1043;664286;26.0;14;PCT2;LW-6203T011R;27
1042;664284;26.0;8;PCT2;LW-6203T011R;27
1041;664283;26.0;4;PCT2;LW-6203T011R;27
1040;664282;26.0;8;PCT2;LW-6203T011R;27
1039;664281;26.0;6;PCT2;LW-6203T011R;27
1038;664279;26.0;4;PCT2;LW-6203T011R;27
1037;664277;26.0;14;PCT2;LW-6203T011R;27
1049;664295;26.0;6;PCT2;LW-6203T011R;27
1064;664318;26.0;4;PCT2;LW-6203T011R;27
1068;664323;26.0;2;PCT2;LW-6203T011R;27
1066;664320;26.0;2;PCT2;LW-6203T011R;27
1092;664353;26.0;2;PCT2;LW-6203T011R;27
1091;664352;26.0;2;PCT2;LW-6203T011R;27
1090;664350;26.0;2;PCT2;LW-6203T011R;27
1089;664349;26.0;6;PCT2;LW-6203T011R;27
1088;664345;26.0;2;PCT2;LW-6203T011R;27
1087;664344;26.0;8;PCT2;LW-6203T011R;27
1086;664343;26.0;6;PCT2;LW-6203T011R;27
1085;664342;26.0;2;PCT2;LW-6203T011R;27
1084;664341;26.0;10;PCT2;LW-6203T011R;27
1083;664340;26.0;6;PCT2;LW-6203T011R;27
1082;664339;26.0;6;PCT2;LW-6203T011R;27
1081;664338;26.0;14;PCT2;LW-6203T011R;27
1065;664319;26.0;2;PCT2;LW-6203T011R;27
1080;664337;26.0;6;PCT2;LW-6203T011R;27
1078;664335;26.0;4;PCT2;LW-6203T011R;27
1077;664334;26.0;4;PCT2;LW-6203T011R;27
1076;664333;26.0;6;PCT2;LW-6203T011R;27
1075;664332;26.0;8;PCT2;LW-6203T011R;27
1074;664331;26.0;14;PCT2;LW-6203T011R;27
1225;664524;26.0;10;PCT2;LW-6203T011R;27
1072;664328;26.0;6;PCT2;LW-6203T011R;27
1071;664326;26.0;8;PCT2;LW-6203T011R;27
1070;664325;26.0;14;PCT2;LW-6203T011R;27
1069;664324;26.0;10;PCT2;LW-6203T011R;27
1036;664276;26.0;8;PCT2;LW-6203T011R;27
1067;664322;26.0;6;PCT2;LW-6203T011R;27
1079;664336;26.0;14;PCT2;LW-6203T011R;27
1035;664275;26.0;10;PCT2;LW-6203T011R;27
1030;664268;26.0;2;PCT2;LW-6203T011R;27
1033;664272;26.0;6;PCT2;LW-6203T011R;27
1001;664229;26.0;6;PCT2;LW-6203T011R;27
1000;664228;26.0;6;PCT2;LW-6203T011R;27
999;664226;26.0;8;PCT2;LW-6203T011R;27
998;664225;26.0;6;PCT2;LW-6203T011R;27
997;664223;26.0;12;PCT2;LW-6203T011R;27
996;664222;26.0;8;PCT2;LW-6203T011R;27
995;664221;26.0;2;PCT2;LW-6203T011R;27
994;664220;26.0;4;PCT2;LW-6203T011R;27
993;664219;26.0;10;PCT2;LW-6203T011R;27
992;664217;26.0;6;PCT2;LW-6203T011R;27
991;664216;26.0;2;PCT2;LW-6203T011R;27
990;664213;26.0;14;PCT2;LW-6203T011R;27
1002;664233;26.0;12;PCT2;LW-6203T011R;27
989;664212;26.0;2;PCT2;LW-6203T011R;27
987;664207;26.0;2;PCT2;LW-6203T011R;27
1227;664526;26.0;6;PCT2;LW-6203T011R;27
1228;664527;26.0;10;PCT2;LW-6203T011R;27
1229;664528;26.0;2;PCT2;LW-6203T011R;27
1230;664529;26.0;6;PCT2;LW-6203T011R;27
1231;664530;26.0;10;PCT2;LW-6203T011R;27
1232;664531;26.0;6;PCT2;LW-6203T011R;27
1233;664532;26.0;6;PCT2;LW-6203T011R;27
1234;664533;26.0;10;PCT2;LW-6203T011R;27
1235;664534;26.0;10;PCT2;LW-6203T011R;27
1236;664535;26.0;6;PCT2;LW-6203T011R;27
